instance,topic,distribution
1971-0,37,7.338103100348564E-6
1972-0,37,8.46023688663283E-6
1973-0,37,1.9295706705258092E-5
1974-0,37,6.603929337956087E-6
1975-0,37,7.1149057274991146E-6
1976-0,37,6.006006006006009E-6
1977-0,37,6.391818472355388E-6
1978-0,37,6.944444444444448E-6
1979-0,37,8.888888888888895E-6
1980-0,37,0.018333333333333344
1981-0,37,6.9013112491373395E-6
1981-1,37,7.737542556484053E-7
1982-0,37,5.762028233938349E-6
1983-0,37,5.372011818426003E-6
1984-0,37,5.94441967602913E-6
1985-0,37,6.768189509306264E-6
1986-0,37,8.250825082508255E-6
1987-0,37,8.406893652795297E-6
1988-0,37,6.250976715111739E-6
1989-0,37,6.379585326953751E-6
1990-0,37,8.333333333333339E-6
1991-0,37,7.847753580537576E-6
1992-0,37,0.002439578264395784
1993-0,37,4.862630683199613E-6
1994-0,37,4.333225002708267E-6
1995-0,37,3.748477181145161E-6
1996-0,37,5.0371489736808986E-6
1997-0,37,4.6200046200046215E-6
1998-0,37,4.223418857565201E-6
1999-0,37,4.082465809348848E-6
2000-0,37,3.499562554680666E-6
2001-0,37,6.851661527920525E-6
2002-0,37,0.016064968623108165
2003-0,37,5.424464334147005E-6
2004-0,37,5.553241704845206E-6
2005-0,37,5.717552887364211E-6
2006-0,37,5.451076587626058E-6
2007-0,37,0.0012339612339612343
2008-0,37,5.020080321285142E-6
2009-0,37,5.299417064122949E-6
2010-0,37,4.2127435492364414E-6
2011-0,37,4.575611988103411E-6
2012-0,37,4.219409282700424E-6
2013-0,37,4.357298474945535E-6
1790-0,38,3.0303030303030336E-5
1790-1,38,2.4600246002460042E-5
1791-0,38,1.6044925792218228E-5
1792-0,38,1.594896331738439E-5
1793-0,38,1.7383746197305537E-5
1794-0,38,1.146460303811981E-5
1795-0,38,1.6006402561024417E-5
1796-0,38,1.1270780501549739E-5
1797-0,38,1.561280249804841E-5
1798-0,38,1.4814814814814827E-5
1799-0,38,2.1197668256491813E-5
1800-0,38,2.355712603062429E-5
1801-0,38,1.0787486515641862E-5
1802-0,38,1.6813787305590594E-5
1803-0,38,1.6813787305590598E-5
1804-0,38,1.654259718775849E-5
1805-0,38,1.2022843402464692E-5
1806-0,38,1.1979634621144064E-5
1807-0,38,1.4524328249818454E-5
1808-0,38,1.2932428063368906E-5
1809-0,38,1.902044698050406E-5
1810-0,38,1.3306719893546248E-5
1811-0,38,1.4367816091954033E-5
1812-0,38,1.0201479214486106E-5
1813-0,38,1.0047726701833716E-5
1814-0,38,1.4964459408903866E-5
1815-0,38,1.0093363613424179E-5
